visa,doc
LOI n° 03-10 — relative à la protection de l'environnement dans le cadre du développement durable,"DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
DECRET PRESIDENTIEL n° 95-102 — portant création du Conseil national de l'énergie,"DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
"DECRET PRESIDENTIEL n° 98-48 — portant statuts de la société nationale pour la recherche, la production, le transport, la transformation et la commercialisation des hydrocarbures '' SONATRACH""","DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
DECRET PRESIDENTIEL n° 04-136 — portant nomination du Chef du Gouvernement,"DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
DECRET PRESIDENTIEL n° 04-138 — portant nomination des membres du Gouvernement,"DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
"DECRET EXECUTIF n° 93-64 — portant approbation du contrat pour la recherche et l'exploitation des hydrocarbures sur les périmètres ""Oulad N'Sir"" (bloc:215) et ""Menzel Lejmat"" (bloc : 405), conclu à Alger le 24 novembre 1992 entre l'entreprise nationale “SONATRACH”et la société LL & E Algeria Ltd","DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
"DECRET EXECUTIF n° 93-211 — portant attribution d'un permis de recherche d'hydrocarbures à l'entreprise nationale “SONATRACH” sur le périmètre dénommé “ Menzel Lejmat"" (bloc : 405 )","DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
DECRET EXECUTIF n° 94-43 — fixant les règles de conservation des gisements d'hydrocarbures et de protection des aquifères associés,"DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
DECRET EXECUTIF n° 96-214 — fixant les attributions du ministre de l'énergie et des mines,"DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
"DECRET EXECUTIF n° 98-304 — portant renouvellement du permis de recherche d'hydrocarbures attribué à la société nationale ""SONATRACH"" par le décret exécutif n° 93-211 sur le périmètre dénommé “ Menzel Lejmat"" (bloc : 405)","DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
"DECRET EXECUTIF n° 04-64 — portant attribution à la société nationale ""SONATRACH"" d'une autorisation provisoire d'exploiter les puits MLW-1, MLC-1, KMD-1, MLNW-1-F1, MLNW-1-F2 et MLNW-1-TAGI, situés dans le périmètre de recherche dénommé “Menzel Lejmat"" (bloc: 405a)","DÉCRET EXÉCUTIF n° 04-426 — portant attribution à la société nationale “SONATRACH” d'un permis d'exploitation du gisement d'hydrocarbures de ""Menzel Lejmat Nord-Ouest- F1 (MLNW-F1) réservoir carbonifère F1"" situé dans le périmètre de recherche denommé ""Menzel Lejmat"" (bloc : 405 a)."
constitution_1996,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
"LOI n° 86-14 — relative aux activités de prospection, de recherche, d'exploitation et de transport par canalisation des hydrocarbures","DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
LOI n° 90-30 — portant loi domaniale,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
LOI n° 03-10 — relative à la protection de l'environnement dans le cadre du développement durable,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
DECRET PRESIDENTIEL n° 95-102 — portant création du Conseil national de l'énergie,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
"DECRET PRESIDENTIEL n° 98-48 — portant statuts de la société nationale pour la recherche, la production, le transport, la transformation et la commercialisation des hydrocarbures « SONATRACH »","DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
DECRET PRESIDENTIEL n° 04-136 — portant nomination du Chef du Gouvernement,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
DECRET PRESIDENTIEL n° 04-138 — portant nomination des membres du Gouvernement,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
"DECRET EXECUTIF n° 93-64 — portant approbation du contrat pour la recherche et l'exploitation des hydrocarbures sur les périmètres ""Oulad N'sir"" (bloc:215) et “Menzel Lejmat"" (bloc : 405), conclu à Alger le 24 novembre 1992 entre l'entreprise nationale “SONATRACH” et la société LL & E Algeria Ltd","DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
DECRET EXECUTIF n° 93-211 — portant attribution d'un permis de recherche d'hydrocarbures à l'entreprise nationale «SONATRACH» sur le périmètre dénommé “Menzel Lejmat” (bloc : 405 ),"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
DECRET EXECUTIF n° 94-43 — fixant les règles de conservation des gisements d'hydrocarbures et de protection des aquifères associés,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
DECRET EXECUTIF n° 96-214 — fixant les attributions du ministre de l'énergie et des mines,"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
DECRET EXECUTIF n° 98-304 — portant renouvellement du permis de recherche d'hydrocarbures attribué à la société nationale « SONATRACH » par le décret exécutif n° 93-211 sur le périmètre dénommé “Menzel Lejmat” (bloc : 405),"DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
"DECRET EXECUTIF n° 04-64 — portant attribution à la société nationale « SONATRACH » d'une autorisation provisoire d'exploiter les puits MLW-1, MLC-1, KMD-1, MLNW-1-F1, MLNW-1-F2 et MLNW-1-TAGI, situés dans le périmètre de recherche dénommé “Menzel Lejmat"" (bloc: 405a)","DÉCRET EXÉCUTIF n° 04-427 — portant attribution à la société nationale “SONATRACH"" d'un permis d'exploitation du gisement d'hydrocarbures de « Menzel Lejmat Nord-Ouest- F2 (MLW-F2) réservoir carbonifère-F2», situé dans le périmètre de recherche dénommé «Menzel Lejmat» (bloc : 405a)."
